date,stock_id,type,value,origin_name,report,stock_name,industry
2019-06-30,6578,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,IntangibleAssets,2033000.0,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,IntangibleAssets_per,0.23,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Inventories,18560000.0,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Inventories_per,2.14,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,LegalReserve,45551000.0,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,LegalReserve_per,5.26,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,LongtermBorrowings,0.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,LongtermBorrowings_per,0.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,NoncurrentAssets,575646000.0,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,NoncurrentAssets_per,66.46,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,NoncurrentLiabilities,927000.0,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,NoncurrentLiabilities_per,0.11,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OrdinaryShare,292456000.0,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OrdinaryShare_per,33.77,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherCurrentAssets,4002000.0,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherCurrentAssets_per,0.46,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherCurrentLiabilities,0.0,其他流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherCurrentLiabilities_per,0.0,其他流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherNoncurrentAssets,113446000.0,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherNoncurrentAssets_per,13.1,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherNoncurrentLiabilities,0.0,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherNoncurrentLiabilities_per,0.0,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherPayables,64589000.0,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherPayables_per,7.46,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherReceivable,1185000.0,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherReceivable_per,0.14,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,PropertyPlantAndEquipment,432091000.0,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,PropertyPlantAndEquipment_per,49.89,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,RetainedEarnings,180700000.0,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,RetainedEarnings_per,20.86,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,ShorttermBorrowings,60000000.0,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,ShorttermBorrowings_per,6.93,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,TotalAssets,866111000.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,TotalAssets_per,100.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,TotalLiabilitiesEquity,866111000.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,TotalLiabilitiesEquity_per,100.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit,122692000.0,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,BillsReceivableNet,3222000.0,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,BillsReceivableNet_per,0.37,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Prepayments,39148000.0,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Prepayments_per,4.52,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,RightOfUseAsset,27265000.0,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,RightOfUseAsset_per,3.15,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,CurrentTaxLiabilities,6571000.0,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,CurrentTaxLiabilities_per,0.76,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Liabilities,154146000.0,負債總,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Liabilities_per,17.8,負債總額,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,14.17,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherEquityInterest,-7673000.0,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,OtherEquityInterest_per,-0.89,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Equity,866111000.0,權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-06-30,6578,Equity_per,100.0,權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsPayable,18970000.0,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsPayable_per,2.22,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsReceivableDuefromRelatedPartiesNet,11205000.0,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsReceivableDuefromRelatedPartiesNet_per,1.31,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsReceivableNet,45602000.0,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,AccountsReceivableNet_per,5.33,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalStock,292456000.0,股本合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalStock_per,34.19,股本合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalSurplus,246535000.0,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalSurplus_per,28.82,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalSurplusAdditionalPaidInCapital,245031000.0,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CapitalSurplusAdditionalPaidInCapital_per,28.64,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CashAndCashEquivalents,123695000.0,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CashAndCashEquivalents_per,14.46,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentAssets,259565000.0,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentAssets_per,30.34,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentLiabilities,145182000.0,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentLiabilities_per,16.97,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,DeferredTaxAssets,842000.0,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,DeferredTaxAssets_per,0.1,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,EquityAttributableToOwnersOfParent,706690000.0,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2019-09-30,6578,EquityAttributableToOwnersOfParent_per,82.61,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2019-09-30,6578,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,IntangibleAssets,1952000.0,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,IntangibleAssets_per,0.23,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Inventories,34156000.0,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Inventories_per,3.99,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,LegalReserve,45551000.0,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,LegalReserve_per,5.32,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,LongtermBorrowings,0.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,LongtermBorrowings_per,0.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,NoncurrentAssets,595894000.0,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,NoncurrentAssets_per,69.66,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,NoncurrentLiabilities,3587000.0,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,NoncurrentLiabilities_per,0.42,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OrdinaryShare,292456000.0,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OrdinaryShare_per,34.19,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherCurrentAssets,3000000.0,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherCurrentAssets_per,0.35,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherCurrentLiabilities,0.0,其他流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherCurrentLiabilities_per,0.0,其他流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherNoncurrentAssets,10700000.0,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherNoncurrentAssets_per,1.25,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherNoncurrentLiabilities,0.0,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherNoncurrentLiabilities_per,0.0,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherPayables,48467000.0,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherPayables_per,5.67,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherReceivable,1216000.0,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherReceivable_per,0.14,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,PropertyPlantAndEquipment,553054000.0,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,PropertyPlantAndEquipment_per,64.65,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,RetainedEarnings,185314000.0,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,RetainedEarnings_per,21.66,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,ShorttermBorrowings,70000000.0,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,ShorttermBorrowings_per,8.18,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,TotalAssets,855459000.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,TotalAssets_per,100.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,TotalLiabilitiesEquity,855459000.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,TotalLiabilitiesEquity_per,100.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit,127306000.0,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,BillsReceivableNet,1850000.0,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,BillsReceivableNet_per,0.22,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Prepayments,38841000.0,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Prepayments_per,4.54,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,RightOfUseAsset,29346000.0,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,RightOfUseAsset_per,3.43,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentTaxLiabilities,6142000.0,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,CurrentTaxLiabilities_per,0.72,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,14.88,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherEquityInterest,-17615000.0,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,OtherEquityInterest_per,-2.06,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Liabilities_per,17.39,負債總,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Liabilities,148769000.0,負債總額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Equity,706690000.0,權益總額,BalanceSheet,達邦蛋白,農業科技業
2019-09-30,6578,Equity_per,82.61,權益總額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsPayable,9028000.0,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsPayable_per,0.98,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsReceivableDuefromRelatedPartiesNet,2347000.0,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsReceivableDuefromRelatedPartiesNet_per,0.26,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsReceivableNet,28477000.0,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,AccountsReceivableNet_per,3.1,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalStock,293624000.0,股本合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalStock_per,31.94,股本合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalSurplus,247314000.0,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalSurplus_per,26.9,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalSurplusAdditionalPaidInCapital,246756000.0,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CapitalSurplusAdditionalPaidInCapital_per,26.84,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CashAndCashEquivalents,206357000.0,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CashAndCashEquivalents_per,22.45,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentAssets,321026000.0,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentAssets_per,34.92,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentLiabilities,146654000.0,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentLiabilities_per,15.95,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,DeferredTaxAssets,1356000.0,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,DeferredTaxAssets_per,0.15,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,EquityAttributableToOwnersOfParent,698391000.0,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2019-12-31,6578,EquityAttributableToOwnersOfParent_per,75.97,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2019-12-31,6578,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,IntangibleAssets,1914000.0,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,IntangibleAssets_per,0.21,無形資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Inventories,39181000.0,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Inventories_per,4.26,存貨,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,LegalReserve,45551000.0,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,LegalReserve_per,4.95,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,LongtermBorrowings,68575000.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,LongtermBorrowings_per,7.46,長期借款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,NoncurrentAssets,598328000.0,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,NoncurrentAssets_per,65.08,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,NoncurrentLiabilities,74309000.0,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,NoncurrentLiabilities_per,8.08,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OrdinaryShare,293624000.0,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OrdinaryShare_per,31.94,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherCurrentAssets,2419000.0,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherCurrentAssets_per,0.26,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherNoncurrentAssets,9947000.0,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherNoncurrentAssets_per,1.08,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherNoncurrentLiabilities,2453000.0,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherNoncurrentLiabilities_per,0.27,其他非流動負債,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherPayables,40887000.0,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherPayables_per,4.45,其他應付款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherReceivable,907000.0,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherReceivable_per,0.1,其他應收款淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,PropertyPlantAndEquipment,556629000.0,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,PropertyPlantAndEquipment_per,60.55,不動產、廠房及設備,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,RetainedEarnings,181944000.0,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,RetainedEarnings_per,19.79,保留盈餘合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,ShorttermBorrowings,88082000.0,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,ShorttermBorrowings_per,9.58,短期借款,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,TotalAssets,919354000.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,TotalAssets_per,100.0,資產總額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,TotalLiabilitiesEquity,919354000.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,TotalLiabilitiesEquity_per,100.0,負債及權益總計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit,123936000.0,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,BillsReceivableNet,1544000.0,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,BillsReceivableNet_per,0.17,應收票據淨額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Prepayments,39794000.0,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Prepayments_per,4.33,預付款項,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,RightOfUseAsset,28482000.0,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,RightOfUseAsset_per,3.1,使用權資產,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentTaxLiabilities,7201000.0,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,CurrentTaxLiabilities_per,0.78,本期所得稅負債,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,13.48,未分配盈餘,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherEquityInterest,-24491000.0,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,OtherEquityInterest_per,-2.66,其他權益合計,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Liabilities_per,24.03,負債總,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Liabilities,220963000.0,負債總額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Equity,698391000.0,權益總額,BalanceSheet,達邦蛋白,農業科技業
2019-12-31,6578,Equity_per,75.97,權益總額,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsPayable,7998000.0,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsPayable_per,0.85,應付帳款,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsReceivableDuefromRelatedPartiesNet,918000.0,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsReceivableDuefromRelatedPartiesNet_per,0.1,應收帳款－關係人淨額,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsReceivableNet,16815000.0,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,AccountsReceivableNet_per,1.79,應收帳款淨額,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalStock,293624000.0,股本合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalStock_per,31.33,股本合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalSurplus,247314000.0,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalSurplus_per,26.39,資本公積合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalSurplusAdditionalPaidInCapital,246756000.0,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CapitalSurplusAdditionalPaidInCapital_per,26.33,資本公積－發行溢價,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CashAndCashEquivalents,218059000.0,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CashAndCashEquivalents_per,23.26,現金及約當現金,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CurrentAssets,345989000.0,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CurrentAssets_per,36.91,流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CurrentLiabilities,169079000.0,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,CurrentLiabilities_per,18.04,流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,DeferredTaxAssets,1496000.0,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,DeferredTaxAssets_per,0.16,遞延所得稅資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,EquityAttributableToOwnersOfParent,690605000.0,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2020-03-31,6578,EquityAttributableToOwnersOfParent_per,73.68,歸屬於母公司業主之權益合計,IncomeStatement,達邦蛋白,農業科技業
2020-03-31,6578,IntangibleAssets,2195000.0,無形資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,IntangibleAssets_per,0.23,無形資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,Inventories,30022000.0,存貨,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,Inventories_per,3.2,存貨,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,LegalReserve,45551000.0,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,LegalReserve_per,4.86,法定盈餘公積,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,LongtermBorrowings,72231000.0,長期借款,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,LongtermBorrowings_per,7.71,長期借款,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,NoncurrentAssets,591304000.0,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,NoncurrentAssets_per,63.09,非流動資產合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,NoncurrentLiabilities,77609000.0,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,NoncurrentLiabilities_per,8.28,非流動負債合計,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OrdinaryShare,293624000.0,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OrdinaryShare_per,31.33,普通股股本,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OtherCurrentAssets,39233000.0,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OtherCurrentAssets_per,4.19,其他流動資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OtherNoncurrentAssets,11262000.0,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
2020-03-31,6578,OtherNoncurrentAssets_per,1.2,其他非流動資產,BalanceSheet,達邦蛋白,農業科技業
